# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "data/genome/Saccharomyces_cerevisiae.R64-1-1.109.gtf" "-o" "results/counts/count_matrix.txt" "-T" "4" "-p" "-g" "gene_id" "-t" "exon" "-s" "0" "results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	188	36	863	664	968	49	195
RUF5-2	VIII	214407	215116	+	710	0	0	0	0	0	0	0
YHR079C	VIII	258244	261591	-	3348	208	326	1927	1954	2798	345	794
YHR169W	VIII	442181	443476	+	1296	80	234	1482	2169	3107	283	741
YHR054C	VIII	213185	214249	-	1065	0	0	0	0	0	0	0
YHR065C	VIII	227532	229037	-	1506	282	314	2125	2299	3449	232	723
YHR088W	VIII	281495	282382	+	888	98	148	498	725	1008	75	218
tH(GUG)H	VIII	62755	62826	+	72	0	0	0	0	0	0	0
YHR093W	VIII	289142	289690	+	549	4	0	23	26	56	4	5
YHL036W	VIII	26241	27881	+	1641	20	89	433	506	727	112	187
YHR100C	VIII	314116	314673	-	558	38	46	628	749	1212	99	283
YHR105W	VIII	324766	325410	+	645	8	14	177	172	271	23	64
YHR056C	VIII	215183	217834	-	2652	12	128	1061	1084	1508	193	357
YHR135C	VIII	372694	374310	-	1617	202	250	2225	2409	3629	335	958
YHR180W	VIII	465178	465669	+	492	8	30	285	224	363	22	63
YHR086W	VIII	278153	279724	+	1572	80	180	1489	2016	2923	308	810
YHR146W	VIII	390300	391697	+	1398	382	272	2103	2510	3655	305	709
YHR195W	VIII	490747	491712	+	966	42	49	462	714	1097	85	206
YHR119W	VIII	346043	349285	+	3243	135	201	1409	2009	3004	253	708
YHR033W	VIII	175548	176819	+	1272	52	13	392	674	1128	136	320
YHR024C	VIII	157744	159192	-	1449	228	381	2281	2621	3867	413	1092
YHL043W	VIII	14901	15413	+	513	12	52	244	497	681	43	109
YHL039W	VIII	21783	23540	+	1758	92	296	2054	2443	3360	416	1088
YHR059W	VIII	220108	220500	+	393	24	32	368	619	912	61	156
YHL048C-A	VIII	5663	5797	-	135	0	0	0	0	0	0	0
YHR026W	VIII	160844	161485	+	642	634	468	3845	5509	8243	924	2506
YHR160C	VIII	419221	420072	-	852	10	8	150	194	246	24	63
YHR085W	VIII	276764	277768	+	1005	26	70	443	709	1015	86	219
YHR113W	VIII	336337	337809	+	1473	376	268	2472	2362	3502	382	1045
YHR175W	VIII	452872	453441	+	570	46	124	657	847	1071	185	528
YHR148W	VIII	393534	394085	+	552	20	75	465	741	1125	84	210
YHR208W	VIII	517532	518713	+	1182	422	1383	9464	15911	23392	1918	4938
YHR001W	VIII	106055	107368	+	1314	130	141	1304	1335	1772	177	374
YHR131C	VIII	365340	367892	-	2553	377	208	1421	1422	2080	218	541
YHR049C-A	VIII	207234	207530	-	297	10	47	300	397	635	42	122
YHR086W-A	VIII	280231	280392	+	162	0	0	3	14	31	2	14
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	1564	1786	10474	18551	26658	3234	8216
YHR170W	VIII	443828	445384	+	1557	455	633	4408	6260	8952	867	2497
YHL021C	VIII	64462	65859	-	1398	68	238	1095	1052	1670	150	419
YHR078W	VIII	256360	258018	+	1659	78	217	1414	1988	2710	281	685
YHR007C-A	VIII	122550	122765	-	216	0	13	90	126	153	12	35
YHL044W	VIII	13565	14272	+	708	2	4	121	103	143	10	32
YHR214W-A	VIII	543008	543493	+	486	0	0	0	0	2	0	0
YHR161C	VIII	420373	422286	-	1914	92	212	1822	1535	2112	135	388
YHR074W	VIII	246193	248337	+	2145	922	803	5180	5371	7014	758	1924
YHR164C	VIII	424610	429178	-	4569	65	174	809	1194	1778	158	427
YHL006W-A	VIII	97732	98085	+	354	5	14	84	59	109	8	21
YHR204W	VIII	506319	508709	+	2391	236	342	2549	4126	5806	643	1512
YHL002C-A	VIII	102587	103075	-	489	0	0	0	2	3	0	0
YHL030W-A	VIII	39074	39535	+	462	0	0	1	0	2	0	0
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	0	0	1	2	3	1	1
YHR163W	VIII	423724	424473	+	750	1366	913	5870	6870	10015	970	2666
YHL046C	VIII	11923	12285	-	363	0	0	9	0	6	0	0
YHR056W-A	VIII	217406	217840	+	435	0	0	0	0	2	0	0
YHL004W	VIII	99219	100403	+	1185	61	91	1271	1713	2538	229	604
YHL009C	VIII	84068	85060	-	993	20	57	354	471	639	46	159
YHR138C	VIII	377355	377699	-	345	32	108	649	426	630	30	127
YHR166C	VIII	437170	439050	-	1881	48	104	347	466	733	43	155
YHR151C	VIII	399268	400848	-	1581	60	136	1317	1546	2070	221	521
YHL014C	VIII	76097	77314	-	1218	0	48	227	505	735	61	143
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	524	1598	13550	25280	38450	3759	10857
YHR198C	VIII	496315	497280	-	966	44	81	724	1135	1594	174	361
YHL034C	VIII	33193	34077	-	885	185	206	1544	1734	2358	174	501
YHR124W	VIII	356561	358444	+	1884	26	104	743	1025	1512	160	400
YHR011W	VIII	127780	129120	+	1341	6	22	190	555	740	72	112
YHR096C	VIII	294669	296447	-	1779	51	48	432	252	392	21	92
YHR185C	VIII	474627	475340	-	714	4	0	12	12	15	0	2
YHR190W	VIII	484845	486179	+	1335	1443	1212	9072	8861	12706	1035	2871
YHR075C	VIII	248439	249641	-	1203	12	23	264	252	336	31	102
YHR117W	VIII	342349	344268	+	1920	268	410	3000	3396	4734	438	1206
YHR109W	VIII	330310	332067	+	1758	10	40	435	755	1104	141	282
YHR207C	VIII	514905	516485	-	1581	102	126	607	853	1000	72	204
YHR132W-A	VIII	370054	370449	+	396	6	54	343	551	715	55	148
YHR015W	VIII	134554	136533	+	1980	2	18	143	173	240	4	18
YHL015W	VIII	75412	75777	+	366	1303	2267	17579	29325	42134	3897	10418
YHR090C	VIII	283777	284625	-	849	92	18	304	340	419	21	98
YHR189W	VIII	484028	484600	+	573	28	9	335	253	481	60	143
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	20	62	703	552	824	88	195
YHR070C-A	VIII	236102	236512	-	411	19	13	126	115	230	18	68
YHR108W	VIII	328303	330060	+	1758	372	414	4150	4685	6648	572	1616
YHR006W	VIII	117814	119439	+	1626	56	204	1257	1074	1330	83	234
YHR147C	VIII	392639	393283	-	645	24	80	812	1139	1538	172	332
YHR180W-A	VIII	466932	467114	+	183	0	0	0	1	0	0	0
YHR092C	VIII	287081	288811	-	1731	3973	5044	40288	48059	69481	7957	21842
YHR080C	VIII	262801	266838	-	4038	116	246	1544	1481	2041	193	430
YHL045W	VIII	12502	12849	+	348	2	0	6	2	5	0	0
YHR022C	VIII	149575	150345	-	771	9	28	120	305	504	53	98
YHL027W	VIII	51111	52988	+	1878	266	303	2847	2285	3246	258	780
YHL003C	VIII	100648	101883	-	1236	139	226	2002	3004	4305	469	1226
YHR070W	VIII	234881	236380	+	1500	173	136	1156	1234	1965	176	563
YHR150W	VIII	397251	398990	+	1740	35	56	527	567	800	60	163
YHR133C	VIII	370722	371597	-	876	141	252	1662	2790	3980	441	1179
YHR215W	VIII	552099	553502	+	1404	8	42	201	165	267	11	19
YHL020C	VIII	66242	67456	-	1215	234	123	676	814	1241	92	272
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	25	48	368	516	739	60	234
YHR046C	VIII	197398	198285	-	888	84	148	964	1189	1664	167	465
YHR095W	VIII	292943	293437	+	495	8	24	30	38	55	4	6
YHR182W	VIII	468219	470576	+	2358	52	163	575	659	1009	84	217
YHR098C	VIII	299145	301934	-	2790	306	937	7062	9039	12999	1351	3526
YHR145C	VIII	388981	389337	-	357	0	1	31	33	60	5	5
YHR120W	VIII	349574	352453	+	2880	40	48	286	493	721	112	236
YHL030W	VIII	40084	45690	+	5607	622	1424	9392	11310	16243	1314	3416
tV(CAC)H	VIII	475706	475778	-	73	14	32	168	135	254	19	75
YHR051W	VIII	209705	210151	+	447	200	278	2027	1384	2064	236	562
YHR130C	VIII	364965	365300	-	336	1	2	34	85	113	6	19
YHR149C	VIII	394455	396659	-	2205	64	215	1892	2140	3043	195	628
YHR127W	VIII	360913	361644	+	732	26	36	427	528	890	80	161
YHR194W	VIII	488657	490396	+	1740	107	68	688	839	1218	101	340
YHR213W-A	VIII	540549	540782	+	234	0	0	2	2	2	0	0
YHR032C-A	VIII	175275	175394	-	120	0	0	1	2	8	2	2
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	2545	2231	20766	32402	48494	4254	13087
YHR168W	VIII	440377	441933	+	1557	28	44	316	542	719	66	133
YHR167W	VIII	439342	440127	+	786	14	56	277	415	469	39	125
YHR050W	VIII	207654	209303	+	1650	260	292	2313	3683	5554	600	1600
YHR112C	VIII	334527	335663	-	1137	176	225	2142	1742	2567	181	609
YHR027C	VIII	161730	164711	-	2982	2096	1774	12633	11481	16553	1347	3686
YHR214C-E	VIII	551200	551499	-	300	0	0	2	4	5	0	0
YHR214W	VIII	541651	542262	+	612	6	0	27	31	42	2	4
YHR188C	VIII	482005	483837	-	1833	300	482	4559	5457	8195	814	2121
YHL023C	VIII	59123	62563	-	3441	38	188	1042	1414	2024	210	367
YHR099W	VIII	302761	313995	+	11235	914	2079	15352	15868	22855	3002	7915
YHR196W	VIII	491931	493658	+	1728	94	246	1428	2336	3101	291	852
YHR177W	VIII	456591	457952	+	1362	24	18	291	285	398	34	101
YHR174W	VIII	451327	452640	+	1314	166773	58464	497849	687605	1025150	119943	347901
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	4	10	173	127	238	25	56
YHR034C	VIII	176965	177999	-	1035	48	44	376	378	528	34	110
YHR179W	VIII	462502	463704	+	1203	2400	2922	22695	24508	36287	2497	6697
YHR014W	VIII	132047	132922	+	876	4	12	92	145	219	22	48
YHR171W	VIII	445713	447605	+	1893	40	36	324	358	450	42	147
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	2	0	24	42	64	4	14
YHR121W	VIII	352756	353319	+	564	38	126	835	1323	1824	124	333
YHR116W	VIII	341665	342120	+	456	12	47	309	522	896	41	123
YHR087W	VIII	280820	281155	+	336	90	50	251	256	382	15	86
YHR176W	VIII	454229	455527	+	1299	22	46	292	294	359	30	78
YHR173C	VIII	450815	451153	-	339	3	4	49	109	92	11	22
YHL010C	VIII	81964	83721	-	1758	62	24	322	408	549	40	136
YHR102W	VIII	316572	319814	+	3243	76	211	1816	1798	2577	219	544
YHR063C	VIII	224030	225169	-	1140	58	140	1099	1642	2159	217	569
YHR050W-A	VIII	209475	209645	+	171	0	3	54	176	246	25	49
YHR137C-A	VIII	375738	376388	-	651	0	0	0	0	0	0	0
YHL017W	VIII	70276	71874	+	1599	136	270	1982	2907	4265	401	1177
YHL035C	VIII	27978	32756	-	4779	102	390	1924	2940	4221	370	929
YHR043C	VIII	192805	193545	-	741	54	80	544	580	947	53	198
YHR115C	VIII	340109	341359	-	1251	118	132	1427	1856	2549	258	694
YHL007C	VIII	95118	97937	-	2820	281	349	2445	2966	4255	324	1054
YHR018C	VIII	140011	141402	-	1392	352	330	2431	1813	2608	214	513
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	125	151	881	1005	1499	126	314
YHL019C	VIII	67731	69548	-	1818	44	34	320	350	510	33	98
YHR061C	VIII	221534	222478	-	945	36	40	515	745	1026	140	260
tV(AAC)H	VIII	85298	85371	-	74	0	0	0	0	5	2	0
snR32	VIII	381540	381727	+	188	2760	1576	12385	8660	16877	2019	6121
YHR068W	VIII	232133	233296	+	1164	1306	1000	7555	8587	12306	1238	3472
YHR218W-A	VIII	559932	560249	+	318	0	0	0	0	0	0	0
YHR037W	VIII	181977	183704	+	1728	250	403	2889	2826	4045	371	716
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	291	107	847	1242	1649	148	425
YHR144C	VIII	387788	388726	-	939	44	62	477	864	1095	122	214
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	144	174	1048	1456	2079	202	440
YHR156C	VIII	411384	412406	-	1023	10	54	281	797	985	83	253
YHR217C	VIII	556581	557042	-	462	0	0	0	0	0	0	0
YHR036W	VIII	180345	181760	+	1416	8	54	428	644	977	56	282
YHR091C	VIII	284839	286770	-	1932	39	134	668	833	1105	90	278
YHR052W	VIII	210848	211978	+	1131	71	243	1634	2588	3486	278	810
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	36	252	1470	2299	3387	294	882
YHR009C	VIII	124109	125680	-	1572	490	383	3492	4179	6379	711	1882
YHL018W	VIII	69708	70070	+	363	12	14	174	184	305	34	91
YHL012W	VIII	78936	80417	+	1482	2	32	201	503	604	56	152
YHR211W	VIII	525392	528619	+	3228	20	91	634	601	809	63	208
YHR155W	VIII	407103	410789	+	3687	125	324	1884	2454	3585	344	898
RUF5-1	VIII	212409	213118	+	710	0	0	0	0	0	0	0
YHR139C	VIII	378219	379199	-	981	8	2	109	140	291	6	35
YHR032W-A	VIII	175195	175374	+	180	118	32	113	149	228	18	76
tA(AGC)H	VIII	146242	146314	-	73	0	0	7	17	17	4	12
YHR210C	VIII	520712	521737	-	1026	6	36	132	123	182	5	40
YHR072W-A	VIII	241664	241840	+	177	183	404	2178	2994	4544	420	1134
YHR140W	VIII	380572	381291	+	720	4	4	88	116	193	6	25
YHR044C	VIII	194068	194808	-	741	6	32	196	129	234	33	55
YHL016C	VIII	72037	74244	-	2208	48	78	513	512	763	43	113
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0	12	49	54	101	3	28
YHR202W	VIII	502388	504196	+	1809	42	104	767	901	1287	135	282
YHR019C	VIII	141894	143558	-	1665	3412	2538	19932	25784	37362	4004	11085
YHL034W-A	VIII	33176	33637	+	462	0	9	9	15	19	0	6
YHR213W-B	VIII	540800	541099	+	300	20	2	37	80	83	16	36
YHR104W	VIII	323409	324392	+	984	282	450	3243	3798	5194	465	1102
YHR083W	VIII	272627	273616	+	990	162	299	1877	1919	3053	260	755
YHR165W-A	VIII	436647	436958	+	312	0	6	11	5	8	0	4
YHL022C	VIII	62961	64157	-	1197	6	4	150	204	335	28	60
YHR032W	VIII	173344	175089	+	1746	576	286	2369	2640	4550	396	1236
YHR008C	VIII	122889	123590	-	702	956	347	3948	4186	6322	475	1441
YHL038C	VIII	23617	25509	-	1893	54	109	599	662	912	69	216
YHR071C-A	VIII	238910	239230	-	321	3	5	32	14	34	5	5
YHR081W	VIII	267538	268092	+	555	24	93	382	577	860	49	185
YHL050W-A	VIII	811	1293	+	483	0	0	0	0	0	0	0
YHL028W	VIII	48763	50580	+	1818	6	6	154	310	504	50	144
YHR073C-B	VIII	245422	245502	-	81	0	0	0	0	0	0	0
YHL033C	VIII	35255	36025	-	771	1764	1301	11461	16231	25054	2470	7391
YHR066W	VIII	229335	230696	+	1362	156	283	1378	1907	2698	231	587
YHR029C	VIII	167677	168561	-	885	30	66	216	479	789	122	207
YHR178W	VIII	459299	461530	+	2232	65	82	911	1012	1528	125	354
YHR063W-A	VIII	225442	225777	+	336	0	11	115	170	286	13	51
YHR040W	VIII	187924	189024	+	1101	92	38	279	446	586	50	187
YHR192W	VIII	486826	487662	+	837	20	73	626	734	1116	106	228
YHR017W	VIII	138694	139851	+	1158	54	78	757	787	1123	87	244
YHR004C	VIII	111754	113094	-	1341	12	122	573	686	941	74	218
YHL040C	VIII	19088	20971	-	1884	672	739	6007	9309	14698	1063	2571
YHR191C	VIII	486230	486631	-	402	75	72	306	460	785	62	147
YHR201C	VIII	499950	501143	-	1194	222	214	1093	1778	2254	194	537
YHR103W	VIII	320414	322972	+	2559	79	241	1757	2543	3629	339	896
YHR213W	VIII	539151	539747	+	597	0	0	10	9	12	1	4
YHR153C	VIII	402086	402682	-	597	8	8	73	66	114	12	28
YHR082C	VIII	268459	271548	-	3090	226	913	5498	5196	7091	543	1525
YHR069C-A	VIII	234874	235236	-	363	0	0	3	1	2	0	0
YHR020W	VIII	143996	146062	+	2067	2278	1832	14872	21187	31668	3932	10503
YHR057C	VIII	218226	218843	-	618	228	118	650	953	1338	106	338
YHL024W	VIII	56649	58790	+	2142	40	32	425	633	871	82	263
YHR128W	VIII	362115	362765	+	651	933	726	4799	6943	9846	1134	2584
tQ(UUG)H	VIII	134321	134392	+	72	3	0	6	15	28	1	8
YHR047C	VIII	198740	201310	-	2571	668	707	4167	7369	10082	1243	3104
YHL026C	VIII	53219	54166	-	948	21	121	887	1141	1682	128	327
YHR197W	VIII	493896	496187	+	2292	334	436	2469	4023	5677	637	1528
YHR028C	VIII	164978	167434	-	2457	375	529	3682	3574	4984	581	1370
YHR134W	VIII	371749	372558	+	810	46	42	360	449	649	60	151
YHR122W	VIII	353625	354320	+	696	140	108	1060	1016	1547	141	386
YHR067W	VIII	230970	231812	+	843	11	69	246	384	574	53	152
YHL037C	VIII	25778	26179	-	402	5	2	15	25	51	5	7
YHR013C	VIII	130730	131446	-	717	114	100	943	1292	2032	143	432
YHR137W	VIII	375709	377250	+	1542	43	68	454	802	1107	133	273
tT(AGU)H	VIII	116107	116179	-	73	6	0	18	22	33	13	12
YHR158C	VIII	413685	417179	-	3495	124	282	1921	2315	3095	247	681
YHR038W	VIII	184066	184758	+	693	12	38	116	275	337	11	59
YHR042W	VIII	190543	192618	+	2076	848	878	8326	13859	18181	1503	4496
YHR028W-A	VIII	167352	167672	+	321	0	0	1	4	6	0	2
YHL049C	VIII	3726	4541	-	816	0	0	10	9	16	8	4
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	336	109	1282	1737	2722	269	872
YHR069C	VIII	233579	234658	-	1080	110	115	1117	1506	2273	186	676
YHR200W	VIII	499079	499885	+	807	486	430	3662	3536	5416	358	1196
YHR053C	VIII	212535	212720	-	186	0	0	0	0	0	0	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	0	0	2	2	0	0	0
YHR021W-A	VIII	149225	149680	+	456	0	0	22	77	157	12	20
YHR114W	VIII	338083	339984	+	1902	40	88	705	1099	1413	140	302
YHR039C	VIII	184875	186809	-	1935	692	1138	7017	9559	13825	1475	3853
YHL019W-A	VIII	67711	68304	+	594	0	0	5	13	13	1	2
YHR152W	VIII	401434	401955	+	522	26	48	381	518	665	48	122
YHL046W-A	VIII	9981	10307	+	327	9	8	45	37	47	5	18
YHL011C	VIII	80654	81616	-	963	1025	660	5129	6059	8859	908	2363
YHR129C	VIII	362999	364153	-	1155	56	70	524	687	841	82	143
YHR199C	VIII	497490	498422	-	933	268	332	2595	2214	3525	263	837
YHR159W	VIII	417549	419063	+	1515	44	22	336	388	556	60	124
YHR193C	VIII	487712	488236	-	525	636	1282	9237	10015	14422	1296	3603
YHR030C	VIII	168890	170344	-	1455	236	488	3412	1880	2555	198	567
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	20	39	258	276	416	10	80
YHR162W	VIII	423072	423461	+	390	1268	493	3938	3453	5393	492	1427
YHR089C	VIII	282681	283298	-	618	485	494	3244	4302	6262	756	1635
YHL005C	VIII	98828	99220	-	393	2	0	24	25	40	2	10
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	610	1333	10129	18468	26173	2334	6670
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	0	0	12	7	18	0	0
YHR212C	VIII	537759	538094	-	336	0	0	0	0	0	0	0
YHR005C	VIII	113499	114917	-	1419	90	134	926	1154	1757	128	358
YHR187W	VIII	480990	481919	+	930	10	40	734	920	1319	71	254
YHR183W	VIII	470960	472429	+	1470	2563	1240	9645	15179	22165	2326	6312
YHR205W	VIII	509363	511837	+	2475	362	659	5359	5493	7713	856	2378
YHR139C-A	VIII	380108	380419	-	312	2	10	37	33	34	2	9
YHR111W	VIII	333072	334394	+	1323	72	54	676	722	975	95	262
YHR049W	VIII	206462	207193	+	732	611	982	7584	8689	12690	1092	2954
YHR131W-A	VIII	367747	367992	+	246	1	0	12	22	23	2	6
YHR072W	VIII	239098	241293	+	2196	426	599	4706	5508	7965	813	2000
YHR209W	VIII	519437	520312	+	876	44	208	1478	796	1055	70	190
YHR107C	VIII	326813	328036	-	1224	156	203	1894	2436	3250	294	694
YHR071W	VIII	237004	237693	+	690	240	442	3059	2369	3063	373	976
snR71	VIII	411228	411317	+	90	0	18	31	167	201	8	51
YHR216W	VIII	554396	555967	+	1572	1442	1273	10891	6966	9921	97	350
YHL013C	VIII	77430	78353	-	924	62	56	333	691	836	74	136
YHR060W	VIII	220725	221270	+	546	12	70	337	567	826	67	142
YHR143W-A	VIII	387233	387445	+	213	133	83	802	1016	1458	130	330
YHR142W	VIII	383538	384488	+	951	220	215	1957	3059	4384	333	941
YHR058C	VIII	218997	219884	-	888	34	57	449	625	824	65	163
YHL008C	VIII	92627	94510	-	1884	63	181	1314	1811	2602	193	460
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	26	74	379	507	760	56	155
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	236	232	1582	1185	1805	102	280
YHR157W	VIII	412907	413455	+	549	2	8	66	95	154	10	28
YHR110W	VIII	332282	332920	+	639	70	112	989	947	1339	114	292
YHR023W	VIII	151666	157452	+	5787	226	390	2532	3622	4608	352	900
YHR062C	VIII	222877	223758	-	882	74	104	937	1279	1764	155	408
YHR219W	VIII	560173	562047	+	1875	0	0	6	8	12	0	0
YHR136C	VIII	374654	375100	-	447	0	0	29	35	53	6	24
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	1240	871	5765	8514	12761	1250	3382
YHR181W	VIII	467228	467914	+	687	90	233	1266	1736	2358	230	577
YHR214C-B	VIII	543964	549346	-	5383	0	1	1	11	10	0	2
YHL009W-B	VIII	85909	91318	+	5410	0	0	8	11	31	2	0
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0	0	0
YIR015W	IX	381948	382382	+	435	27	16	247	240	439	26	85
YIL156W-A	IX	47292	47693	+	402	0	0	1	2	3	0	3
YIL115W-A	IX	144268	144639	+	372	0	0	2	16	10	0	6
YIL086C	IX	200153	200461	-	309	0	0	15	20	24	4	10
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	25	20	392	605	831	71	193
tT(AGU)I2	IX	325748	325820	+	73	2	4	14	4	9	1	6
YIL146C	IX	74184	75773	-	1590	46	24	442	504	640	60	178
YIL010W	IX	334882	335529	+	648	88	144	941	1024	1407	109	287
YIL117C	IX	140613	141569	-	957	88	281	2648	2094	2767	237	599
YIL050W	IX	258913	259770	+	858	52	76	621	763	994	85	216
YIL107C	IX	163278	165761	-	2484	29	149	820	710	846	77	170
YIL150C	IX	61013	62728	-	1716	20	102	410	486	761	75	182
YIL165C	IX	33718	34077	-	360	20	18	125	131	211	11	27
YIL045W	IX	271161	272777	+	1617	8	20	173	287	402	16	54
YIL126W	IX	117992	122071	+	4080	482	422	2937	3263	4629	446	1121
YIL158W	IX	46201	46815	+	615	12	46	429	844	1085	90	228
YIR018W	IX	384609	385346	+	738	20	32	236	236	396	30	79
YIR039C	IX	430498	432111	-	1614	34	136	742	336	454	31	88
YIL082W	IX	205635	206507	+	873	0	0	0	0	0	0	0
YIL056W	IX	249991	251913	+	1923	40	134	1015	1224	1777	168	499
YIL161W	IX	39433	40140	+	708	26	20	205	193	365	32	85
tS(UGA)I	IX	248850	248931	+	82	0	0	4	6	7	1	6
YIL119C	IX	136654	137877	-	1224	8	16	240	1057	1541	150	363
YIL016W	IX	321454	321933	+	480	106	88	774	883	1316	78	283
YIL144W	IX	78074	80149	+	2076	12	54	376	567	630	66	136
YIL026C	IX	304477	307929	-	3453	70	204	1237	1480	2051	134	459
tD(GUC)I1	IX	324303	324374	-	72	16	10	10	28	41	3	13
YIL163C	IX	36899	37252	-	354	12	7	84	109	173	17	46
YIL139C	IX	87979	88716	-	738	36	70	296	459	559	56	178
YIL171W	IX	19515	19844	+	330	8	1	36	23	31	2	10
YIL068C	IX	233057	235474	-	2418	28	70	455	821	1096	97	252
YIL065C	IX	241308	241775	-	468	46	66	452	566	765	42	150
YIL098C	IX	179772	180239	-	468	6	48	230	301	461	24	96
YIL141W	IX	85053	85442	+	390	0	0	47	98	96	8	22
YIL009W	IX	339344	341428	+	2085	442	432	3012	6230	8686	1155	2865
YIR021W-A	IX	398514	398726	+	213	0	3	3	17	16	0	5
YIR020C-B	IX	397215	397949	-	735	0	0	2	2	8	0	2
YIL044C	IX	272950	273846	-	897	90	106	939	1091	1620	146	357
YIR020W-A	IX	394917	395159	+	243	0	0	0	0	0	0	0
YIR004W	IX	363221	364519	+	1299	62	58	542	905	1195	88	280
YIL092W	IX	189066	190967	+	1902	24	46	418	470	671	102	163
tD(GUC)I2	IX	336349	336420	-	72	0	0	10	19	30	7	9
YIL136W	IX	93619	94800	+	1182	232	58	529	438	637	53	87
YIR022W	IX	398733	399236	+	504	120	258	1697	1710	2319	239	720
YIL002W-A	IX	350301	350510	+	210	70	148	790	832	1236	103	210
YIL066W-A	IX	237366	237809	+	444	0	0	2	0	1	0	0
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	1770	1294	8639	15080	22114	2709	7050
YIL123W	IX	128151	129581	+	1431	1224	1398	12146	18711	27199	2360	7154
YIR001C	IX	356143	356895	-	753	26	65	389	418	630	34	91
YIL153W	IX	55198	56379	+	1182	281	108	1531	1670	2745	196	727
YIR002C	IX	357415	360396	-	2982	180	281	1612	1724	2409	173	462
YIL108W	IX	160887	162977	+	2091	662	671	5116	3819	5774	383	1139
YIR023C-A	IX	402383	402706	-	324	0	0	2	2	6	0	1
YIL067C	IX	235724	237760	-	2037	148	186	1310	1430	2067	223	497
YIR019C	IX	389572	393675	-	4104	42	66	756	4505	6090	2816	9919
YIL028W	IX	302100	302498	+	399	6	10	45	40	88	4	15
YIL134W	IX	97395	98330	+	936	56	70	577	907	1252	148	349
YIL159W	IX	41825	45952	+	4128	54	60	694	871	1127	127	356
YIL011W	IX	333727	334536	+	810	20	20	90	160	204	28	81
YIL110W	IX	156045	157178	+	1134	104	131	1193	1390	1956	180	510
YIL131C	IX	100781	102235	-	1455	218	93	980	1472	2046	156	405
YIL128W	IX	113806	116904	+	3099	156	351	2705	2867	4000	389	1052
YIL064W	IX	241943	242716	+	774	208	109	950	1544	2054	257	462
YIL071C	IX	228660	229994	-	1335	8	27	189	283	402	46	94
YIL147C	IX	69791	73453	-	3663	190	300	3173	3578	5154	423	1362
YIL149C	IX	63028	68067	-	5040	131	337	1565	2152	2980	279	631
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	86	132	1111	1091	1576	118	397
YIL005W	IX	345692	347797	+	2106	40	122	1015	1359	1869	252	456
YIL169C	IX	23119	26106	-	2988	476	308	1962	3690	5706	588	1699
